Columna 1;Columna 2;Columna1
Ñuqam qhawakusaq chay rayos X-ta, qhawasqayta nisqayki.;Examinaré la radiografía y te diré lo que veo.;
Tulluykim kaypi pakisqa kachkan.;El hueso está roto aquí.;
Tulluykim kaypi mana pakisqachu.;El hueso no está roto aquí.;
Tulluykita allinchananpaq yesuta churayta munanki.;Necesitas un yeso para ayudar a que el hueso sane.;
Ama chay yesuta kuyuchinkichu.;No te quites el yeso.;
Ama chay yesuta qochichinkichu.;No mojes el yeso.;
Qanmi huk tablillata munanki hiridaykita yanapananpaq allinchakunampaq.;Necesitas una férula para ayudar a que la lesión sane.;
Qanmi urquykuyta atinki chay tablillata mayninaykipaq.;Puedes quitarte la férula para limpiarte.;
Chay tablillata kutichiyta tiyan mayninaykimanta qhipa.;La férula debe volver a colocarse después de que te limpies.;
Qanmi huk metal placata tornillokunawan munanki tulluykita yanapananpaq allinchakunampaq.;Necesitas una placa metálica y tornillos para ayudar a que tu hueso sane.;
Ñuqayku qamta apasayku operacion cuartuman qallpachinanpaq.;Necesitamos llevarte a la sala de operaciones para realizar una cirugía.;
Wawaykim unqusqa kachkan.;Su hijo(a) está enfermo(a).;
Wawaykim hirisqam kachkan.;Su hijo(a) está lastimado(a).;
Ñuqaykum qawanayku wawaykita.;Necesitamos cuidar a su hijo(a).;
Qanmi saqiyku wawaykita kaypi kay punchawlla ñuqaykuman.;Necesita permitirnos que su hijo(a) se quede por hoy.;
Qanmi saqiwankiku wawaykita kaypi ñuqaykuman.;Necesita permitirnos que su hijo(a) se quede aquí.;
Qanmi wawaykiwan kanki kaypi.;Puede quedarse con su hijo(a).;
Ñuqaykuman saqiy wawaykita allinta qawaykunaykupaq.;Permítanos examinar a su hijo(a) en privado.;
Wawaykim utqaymanta allinchakunqa.;Su hijo(a) mejorará pronto.;
Kay hampi wawaykita yanapanqa.;Este medicamento ayudará a su hijo(a).;
Wawaykichu mikurqa kay punchawpi?;¿Su hijo(a) comió hoy?;
Wawaykichu mikurqa qayna punchawpi?;¿Su hijo(a) comió ayer?;
Wawaykicha ispakurqa kay punchawpi?;¿Su hijo(a) ha orinado hoy?;
Wawaykicha wiksanmanta evakuarqa kay punchawpi?;¿Su hijo(a) ha hecho deposición hoy?;
Wawaykicha wiksanmanta evakuarqa qayna punchawpi?;¿Su hijo(a) hizo deposición ayer?;
Wawaykichu qechawan karqa?;¿Su hijo(a) ha tenido diarrea?;
Wawaykichu weqowan karqa?;¿Su hijo(a) ha estado vomitando?;
Wawaykim allin rikurinqa kachkan.;Su hijo(a) parece saludable.;
Wawaykim allin kachkanqa.;Su hijo(a) estará bien.;
Wawaykika unqusqa kanqa llumpayman.;Su hijo(a) estará enfermo(a) por mucho tiempo.;
Kay unqunaq allillamanta ripunqa, qinaptinqa wawaykipa qallilinqa kutimunqam tukupayninkama.;Esta enfermedad pasará lentamente, pero la salud de su hijo(a) volverá completamente.;
Wawaykita pisillapi mikuchiy aswan kutillapi.;Déle al niño(a) pequeñas porciones cada pocas horas.;
Wawaykita yanapay pisi upyananpaq aswan kutillapi.;Ayude a su hijo(a) a beber esto cada pocas horas.;
Wawaykiman ququy kay qampita sapa tawa huranmanta.;Déle este medicamento a su hijo(a) cada cuatro horas.;
Wawaykita saqiy puñukunanta.;Deje que su hijo(a) duerma.;
Qanmi puñuwaq chay wawayki qinakama.;Usted necesita dormir tanto como el niño(a).;
Qanmi kutichimunki paqarin wawaykita kayman.;Traiga a su hijo(a) de regreso aquí mañana.;
Qanmi kutichimunki paqarin wawaykita sichus mana allinllaniptin.;Traiga a su hijo(a) de regreso si no hay mejoría hasta mañana.;
Ñuqanchikmi qatisunchik qanwanpuni wawaykipa allinllanantam.;Continuaremos haciendo seguimiento a la salud de su hijo(a) junto con usted.;
Kichay ñawikikunata;Abre los ojos.;
Wichqay ñawikikunata.;Cierra los ojos.;
ñawikichum nanachkan?;¿Te duelen los ojos?;
Qamchukanki anteojusman qawakuy?;¿Usas lentes correctivos?;
Qamchu kanki contact lente wan qawakuy?;¿Usas lentes de contacto?;
Sumaqtachum qawakunki iskaynin ñawiykikunawan?;¿Ves claramente con ambos ojos?;
Mayqin ñawikitaq qallaykun problemwan?;¿Cuál ojo tiene un nuevo problema?;
Qawachkankichu lliw deduykunata?;¿Ves mis dedos?;
Allintachu rikukun?;¿Se ven claros?;
Qayka dedukunatam qawachkanki kunanqa?;¿Cuántos dedos ves ahora?;
Ñuqam qawasq kaywan ñawikikupa ukunta.;Voy a mirar dentro de tus ojos con esto.;
Umaykita amam muyunachu.;Mantén tu cabeza quieta.;
¿Imamanmy hamushanqui sipas?;¿Para que viniste señora?;
Noqa Hamushani umay nanawaqtin;yo vine porque me duele la cabeza;
Que te duele señor;¿Imayki nanasunki taytay?;
Noqata nanawan chakay;A mi me duele la pierna;
¿Hayk'akmanta pachaq onq'oska kashanki?;Dede cuando estas enfermo;
Noqa kashani onq'oska iskay punchayña;Yo estoy mal hace dos dias;
¿Imanmy nanashan wawayki?;¿que le duela a tu hijo?;
Wawaypa nanashan wiksan ;A mi hijo le duele su barriga;
¿Imamanta kallarin onq'oynin?;¿De que empezo tu enfermedad?;
¿Imaynatan nanashan pisitachu, ashkatachu, nishutachu?;¿como te duele poco, mucho, leve?;
¿Iman yapasunki nanayta?;¿Que cosa aumenta tu dolor?;
¿Umayki nanan?;¿Te duele la cabeza?;
¿Hispashankichu allinta tutamanta?;¿Orinas bien en la mañana?;
¿Allytachu puñunky?;¿Duermes bien?;
¿uhuqtiyki nananchu wasayki?;¿cuando toces te duele la espalda?;
¿purijtiyki kasqoyki matisunkichu?;¿cuando caminas tu pecho te agita?;
¿umaykichu muyun?;¿te marea la cabeza?;
wicsaykita ama kuyuchiychu;no pongas duro el estomago;
simiymi nanan kichaqtiy;me duele la boca cuando abro;
¿yarkay hapisunkichu?;¿tienes apetito?;
¿millankunkichu mikhunata?;¿tienes asco a la comida?;
¿mana mikhuita munanqichu hayk'acmanta?;¿No quieres comer, desde cuando?;
¿Hispaqtiyki K'arasunkichu?;¿cuando orinas te arde?;
¿Hispayniki asnachu o kelluchu?;¿tu orina apesta o es amarillo?;
¿Hispaynikipi yawarta rikurankichu?;¿en tu orina has visto sangre?;
¿yawarniki hamun supa killachu?;¿le viene sangre todos los meses?;
¿hamun pisichu o askachu tutachu o punchaychu?;¿le baja poca o mucha, de dia o de noche?;
¿Hayk'akmanta chaquiykita aysanki?;¿desde cuando arrastra su pierna?;
wawayquita ñuñunky sapa kinsa hora;dele de mamar a su hijo cada tres horas;
kunan kechawan kashan ashkata unuta qonayki;ahora que tiene diarrea dele muchos liquidos;
pakarin hamunki ama mikhuspa;mañana vienes en ayunas ;
kay frascopi hispasnikita apamunki;trae tu orina en este frasco;
Akaykita apamunki;Trae tus heces ;
yawarta orqosunki;te vamos a sacar sangre;
Apamunayki iskay runata yawar qunasunquipa;Tienes que traer a dos personas que te den sangre;
¿Imaynan kashan chakayki?;¿como esta tu pie?;
¿imaynan kashan kiriyki?;¿como esta tu herida?;
Ama japiqunkichu kiriykita;No te agarres tu herida;
kay hampita millpunki iskallata punchaypi;toma este medicamento dos veces al dia ;
kay hampita millpunki pusaq horatutata;toma este medicamento a las nueve de la noche;
kay hampita millpunki ashka unupi;toma este medicamento con bastante agua;
kay hampita millpunki sapa mikhuna qepata;toma este medicamento despues de cada comida ;
mikhunata mikhunki horasnikipi;come tu comida a tu hora;
lloq'e makiykita apamuy;Dame tu mano izquierda;
ama nishuta machankichu;no te emborraches mucho;
ama nishuta chirichikunqichu;no te hagas pasar frio;
willaykunki imayqipas nanaq;Avisa si te duele algo;
tuqunayki llipin hampikita;toma todo tu medicamento;
chakayqi pakisqa kashan ;tu pierna esta rota;
Chakayqita kuchusunkiku;Tu pierna tenemos que amputar;
Unqusqaqa sinchi fiebrewan, aycha nanaywan ima riqsichikun;Paciente presenta fiebre alta y dolor muscular.;
Payqa willakun wiksa nanasqanmanta sapa kuti nausea kasqanmantawan;Refiere dolor abdominal persistente y náuseas frecuentes.;
Payqa achka punchawñam mana saqispa ch’aki tosniyuq;Presenta tos seca persistente desde hace días.;
Unqusqa willakun sapa kuti sayk’usqa kasqanmanta, llamp’u uma muyusqanmanta ima;Paciente manifiesta fatiga constante y mareos leves.;
Sinchita samaspa sinqa nanay;Dolor en el pecho al respirar profundamente.;
Rikuna inflamación y articulaciones nanay;Inflamación visible y dolor en articulación.;
Ñawpaq tutamantapacha diarrea, vomito ima;Diarrea y vómitos desde la noche anterior.;
Sinchi kallpawan wasanpi nanay;Dolor lumbar después de esfuerzo físico intenso;
Laboratorio pruebakunapiqa llamp’u infección bacteriana kaqta chiqancharqanku;Exámenes de laboratorio confirmaron infección bacteriana leve.;
Análisis clínico kaqpiqa kay unqusqapi anemia moderada kaqta tarirqa.;Análisis clínico detectó anemia moderada en paciente.;
Diabetes onqoyqa glucosa nisqamanta prueba ruwasqanku qhepamanmi cheqaqchasqa karqan.;Se confirmó diabetes tras examen de glucosa.;
Radiografía nisqapiqa ñawpaq makipi pisilla p’akisqa kasqanmi rikukurqan.;Radiografía evidenció fractura leve en antebrazo.;
Resultado positivo kay llamp’u infección urinaria kaqpaq;Resultado positivo para infección urinaria leve.;
Ultrasonido nisqawanmi chiqapchakurqa rumi biliar nisqakuna kasqanmanta;Ecografía confirmó presencia de cálculos biliares.;
Pruebakuna chiqancharqanku llamp’u deshidratación kaqta unqusqapi;Exámenes confirmaron deshidratación leve en paciente;
Pichqa punchawpaqmi absoluta samayta kamachirqaku;Se indicó reposo absoluto durante cinco días;
Hierroyuq mikhuyta yuyaycharqanku.;Se recomendó dieta rica en hierro;
Payqa fisioterapia nisqawanmi hampichikuyta qallarirqan, chhaynapi articulacionkunata wakmanta purinanpaq.;Inició fisioterapia para recuperar movilidad articular.;
Sapa kuti hidratacionta hinaspa wasipi samaytapas allinmi karqa.;Se indicó hidratación constante y reposo domiciliario.;
Kimsa punchawpaq llampu mikuy yuyaychasqa;Dieta blanda recomendada por tres días;
Inmovilización temporal de la brazo afectado nisqa.;Inmovilización temporal del brazo afectado.;
Wasipi samay hinaspa achka yakukuna recomendasqa;Reposo domiciliario y líquidos abundantes recomendados.;
Paracetamol hampita sapa pusaq horamanta upyana fiebrepaq.;Tomar paracetamol cada ocho horas por fiebre.;
Antibiótico nisqa qanchis p’unchaw qatiqninpi rikuchisqa.;Antibiótico indicado por siete días consecutivos.;
P’unchawpi iskay kutita crema antiinflamatoria nisqawan churana.;Aplicar crema antiinflamatoria dos veces al día.;
Tuta tos allinyachinapaq kamachisqa jarabe;Jarabe prescrito para aliviar tos nocturna.;
Ch’usaq wiksallapi hierromanta hampita upyana.;Tomar suplemento de hierro en ayunas.;
Doctorpa kamachisqanman hina inhalador nisqawan yanapachikuy;Uso de inhalador según indicación médica.;
Antiinflamatorio nisqa sapa chunka iskayniyuq horamanta rikuchisqa;Antiinflamatorio indicado cada doce horas.;
Sapa mikhunata manaraq mikhuchkaspa makiykita mayllakuna.;Lavarse las manos antes de cada comida.;
T’impusqa yakuta upyayqa hark’anmi infecciones gastrointestinales nisqakunata;Consumir agua hervida evita infecciones gastrointestinales;
Ama qunqayllamanta cuerpopa temperaturan cambianachu;Evitar cambios bruscos de temperatura corporal.;
Allin mikhunata hap’iyqa natural defensakunatan kallpachan;Mantener alimentación balanceada fortalece defensas naturales.;
Gripe onqoyniyoq kaqtinqa uya mascarakunata utilizay.;Uso de mascarilla en casos gripales.;
Ama unayta pisi q’uñipi churaychu;Evitar exposición prolongada a bajas temperaturas.;
Aycha kallpaypi llamk’ayqa sunqumanta qhali kayta allinchan;Realizar actividad física mejora salud cardiovascular.;
Payqa mana sasachakuyniyuq gripe vacunata chaskirqa;Recibió vacuna contra influenza sin complicaciones.;
Kay ñawpaq dosis kay horario regular kaqmanta qusqa karqa;Se aplicó primera dosis del esquema regular.;
Payka kay killapimi neumonía unquymanta vacuna de refuerzota chaskirqa;Recibió refuerzo contra neumonía este mes.;
Wawa hunt’asqa obligatorio vacunación horario;Niño completó esquema obligatorio de vacunación.;
Vacuna qusqa kunan horario nacional nisqaman hina;Vacuna administrada según calendario nacional vigente;
Machu runaqa dosis de refuerzo nisqatam chaskirqa;Adulto mayor recibió dosis de refuerzo.;
Kay VPH vacuna kaqta churakurqa.;Se aplicó vacuna contra el VPH.;
Iskay semanamantam kutinayki hampichikunaykipaq;Debe regresar a control médico en dos semanas.;
Unqusqa sapa killa evaluacionman rinan tiyan;Paciente deberá asistir a evaluación mensual.;
Sapa punchaw wasiykipi yawarpa ñitiyninta qaway.;Controlar presión arterial diariamente en casa.;
Cita médico programasqa general revisión nisqapaq;Cita médica programada para revisión general.;
Antibiótico hampiywan hampichikuy chaninchay;Evaluación médica posterior al tratamiento antibiótico.;
Sapa tawa semanamanta prenatal revisakuna programasqa;Control prenatal programado cada cuatro semanas.;
Unqusqa sapa kuti qhawaykunata ruwan hipertensión kaqpaq;Paciente continúa controles periódicos por hipertensión;
Umaymi nanawan;Me duele la cabeza;
Wiksaymi nanawan;Me duele el estómago;
Kunkaymi nanawan;Me duele la garganta;
Qasquymi nanawan;Me duele el pecho;
Wasaymi nanawan;Me duele la espalda;
Muquymi nanawan;Me duele la rodilla;
Linliymi nanawan;Me duele el oído;
Entero cuerpuymi nanawan;Me duele el cuerpo entero;
Hasta samariptiypas nanawanmi;Hasta cuando descanso me duele;
Llumpaytam nanawan;Me duele mucho aquí;
Umaymi nanawan;Me duele la cabeza;
Wiksaymi nanawan;Me duele el estómago;
Mallq'a nanawan;Me duele la garganta;
Qhasquymi nanawan;Me duele el pecho;
Wasaymi nanan;Me duele la espalda;
Qonqoriyqa nanawan;Me duele la rodilla;
Rinriymi nanawan;Me duele el oído;
Tukuy ukhuy nanawan;Me duele todo el cuerpo;
Samaspayqa nanawan;Me duele cuando descanso;
Kaypin sinchita nanawan;Me duele mucho aquí;
Ruphaywanmi kashani;Tengo fiebre;
Uma muyuwashian;Tengo mareos;
Mana yarqawachkanchu;No tengo hambre;
Sinchi sayk'usqa kashani;Estoy muy cansado;
Mana puñuy atinichu;No puedo dormir;
Aqtupakuyman kashani;Tengo náuseas;
Aqtushani;Estoy vomitando;
Rikraymi nanawan kachkan;Me duele el brazo;
Chakinmi nanawan;Me duele la pierna;
Chumpimi nanawan kachkan;Me duele la cintura;
Kunkaymi nanawan;Me duele el cuello;
Tulluykunaymi nanawan;Me duelen los huesos;
Ispachiykaqtiymi nanawan;Me duele al orinar;
Kiruymi nanawan kachkan;Me duele la muela;
Ñawiymi nanawan;Me duele la vista;
Manam puriytaqa atinichu;No puedo caminar;
Manam kuyuytallaqa atinichu;No puedo moverme;
Ruphaywan kachkani;Tengo fiebre;
Chiriywan kachkani;Tengo frío;
Quniywan kachkani;Tengo calor;
Umayqa muyurichkan;Estoy mareado;
Manam yarqasqachu kachkani;No tengo hambre;
Sinchita saqisqa kachkani;Estoy muy cansado;
Manam puñuytaqa atinichu;No puedo dormir;
Millay haykuwan;Tengo náuseas;
Lantikachkani;Estoy vomitando;
Chiri ispa kachkan;Tengo diarrea;
Mana kallpayuq kachkani;Me siento débil;
Khatatachkani;Estoy temblando;
Sunquymi sinchita takachkan;Me late fuerte el corazón;
Sinchita hunpachkani;Estoy sudando mucho;
Mana allin kachkani;Me siento mal;
Manam kallpayniyuqchu kachkani;No tengo fuerzas;
Urmachisqa kachkani;Estoy decaído;
Tukuy kurkuymi nanawan;Me duele el cuerpo entero;
Khatataywan kachkani;Tengo escalofríos;
Unqusqa kachkani;Me siento enfermo;
Uhukachkani;Tengo tos;
Manam allinchu samayni;No puedo respirar bien;
Samayniyqa pisiyamuchkan;Me falta el aire;
Chiri unquywan kachkani;Tengo gripe;
Sinqayqa wichqasqa kachkan;Tengo la nariz tapada;
Chiri hapiwasqa kachkani;Estoy resfriado;
Yawarwan uhukachkani;Toso con sangre;
Samaqtiymi nanawan;Me duele al respirar;
Tuqlluyuq kachkani;Tengo flema;
Sinchita achhiykachkani;Estornudo mucho;
Samaypa chinkachkan;Me ahogo;
Qhasquyqa harkasqa kachkan;Tengo el pecho apretado;
Qhasquyqa waqtanchakan;Silba mi pecho;
Manam allintaqa samaynichu;Respiro con dificultad;
Hukchiy unquywan kachkani;Tengo asma;
Wawayuq kachkani;Estoy embarazada;
Waway unqusqa kachkan;Mi bebé está enfermo;
Churiyqa ruphaywan kachkan;Mi hijo tiene fiebre;
Manam ñuñuyuqchu kachkani;No tengo leche;
Pichqa killanayuqmi kachkani;Estoy de cinco meses;
Wawaymi manam mikhuytaqa munakuchunchu;Mi bebé no quiere comer;
Churiyqa sinchita waqan;Mi hijo llora mucho;
Wawapaq qhawayta munakuni;Necesito control prenatal;
Wawatañam paririsaq;Ya voy a dar a luz;
Wawaymi chiri ispa kachkan;Mi bebé tiene diarrea;
Manam ñuñuytaqa atinichu;No puedo amamantar;
Ñuñuyqa chakisqaña kachkan;Mi leche se secó;
Wawaymi manam puñukuchunchu;Mi bebé no duerme;
Churiyqa manam mikhuchunchu;Mi hijo no come;
Wawaymi uhukachkan;Mi bebé tiene tos;
Churiyta inyaksichiy munakuni;Necesito vacunar a mi hijo;
Churiyqa qarullaqa kachkan;Mi hijo está desnutrido;
Wawaymi lantikachkan;Mi bebé vomita;
Waway paririkuyninta nanawan;Tengo dolores de parto;
Yakuyqa pakirikupun;Mi agua se rompió;
Hampita munakuni;Necesito medicina;
Pastillataña ukhurkuni;Ya tomé la pastilla;
Manam yanapawanchu;No me hace efecto;
Qhawanaypaq hamurqani;Vine para mi control;
Inyaksichikuyta munakuni;Quiero vacunarme;
Inyaksiwan wasiymi nanawan;Me duele donde me inyectaron;
Hampiymi tukukapun;Se me acabó la medicina;
Manam qulqiyuqchu kachkani hampipaq;No tengo dinero para medicina;
